Unit,Status,Move_out,Ready_Date,DV,Move_in,DTBR,N/V/M,Insp,Insp_status,Paint,Paint_status,MR,MR_Status,HK,HK_Status,CC,CC_status,Assign,W_D,QC,P,B,U,Notes,Note_Text,Has_Note_Context,Note_Category,Has_Assignment,Is_MoveIn_Present,Is_Ready_Declared,Is_Vacant,Is_SMI,Is_On_Notice,Is_Allowed_Phase,Is_QC_Done,Aging_Business_Days,Aging,Task_State,Task_Completion_Ratio,Table_Current_Task,Table_Next_Task,Is_Task_Stalled,Status_Norm,Is_Unit_Ready,Is_Unit_Ready_For_Moving,In_Turn_Execution,Move_In_Happened,Operational_State,Prevention_Risk_Flag,Attention_Badge,Days_To_MoveIn,Inspection_SLA_Breach,SLA_Breach,SLA_MoveIn_Breach,Plan_Breach,snapshot_date
Unit 5-18-0116,Vacant not ready,2025-04-01 00:00:00,2026-02-28 00:00:00,320.0,,,VACANT,2025-04-02 00:00:00,Done,2025-04-03 00:00:00,Done,2025-04-04 00:00:00,Done,2025-04-09 00:00:00,Done,2025-04-10 00:00:00,Done,Total,yes,No,5,18,0116,[ISSUE:Wether | weather storm  freezes],[ISSUE:Wether | weather storm  freezes],True,ISSUE,False,False,True,True,False,False,True,False,229.0,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant not ready,False,False,True,False,Pending Start,True,🟡 Needs Attention,,False,True,False,False,2026-02-15
Unit 5-12-0307,Vacant ready,2025-04-01 00:00:00,2025-03-28 00:00:00,320.0,,,VACANT,2025-04-02 00:00:00,Done,2025-04-03 00:00:00,Done,2025-04-04 00:00:00,Done,2025-04-09 00:00:00,Done,2025-04-10 00:00:00,Done,Total,yes,No,5,12,0307,,,False,,False,False,True,True,False,False,True,False,229.0,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0238,Vacant ready,2025-06-09 00:00:00,2025-06-18 00:00:00,251.0,,,VACANT,2025-06-10 00:00:00,Done,2025-06-11 00:00:00,Done,2025-06-12 00:00:00,Done,2025-06-17 00:00:00,Done,2025-06-18 00:00:00,Done,Total,yes,No,5,18,0238,,,False,,False,False,True,True,False,False,True,False,180.0,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-3001,Vacant ready,2025-07-08 00:00:00,2025-07-22 00:00:00,222.0,,,VACANT,2025-07-09 00:00:00,Done,2025-07-10 00:00:00,Done,2025-07-11 00:00:00,Done,2025-07-16 00:00:00,Done,2025-07-17 00:00:00,Done,Michael ,yes,No,8,01,3001,,,False,,True,False,True,True,False,False,True,False,159.0,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0422,Vacant ready,2025-07-31 00:00:00,2025-11-24 00:00:00,199.0,,,VACANT,2025-08-01 00:00:00,Done,2025-08-04 00:00:00,Done,2025-08-05 00:00:00,Done,2025-08-08 00:00:00,Done,2025-08-11 00:00:00,Done,Total,yes,No,5,18,0422,,,False,,False,False,True,True,False,False,True,False,142.0,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-2001,Vacant ready,2025-09-14 00:00:00,2025-09-25 00:00:00,154.0,,,VACANT,2025-09-15 00:00:00,Done,2025-09-16 00:00:00,Done,2025-09-17 00:00:00,Done,2025-09-22 00:00:00,Done,2025-09-23 00:00:00,Done,Michael ,yes,No,8,01,2001,,,False,,True,False,True,True,False,False,True,False,110.0,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-15-0305,Vacant ready,2025-10-09 00:00:00,2025-12-11 00:00:00,129.0,,,VACANT,2025-10-10 00:00:00,Done,2025-10-13 00:00:00,Done,2025-10-14 00:00:00,Done,2025-10-17 00:00:00,Done,2025-10-20 00:00:00,Done,Total,yes,No,5,15,0305,,,False,,False,False,True,True,False,False,True,False,92.0,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0222,Vacant ready,2025-10-16 00:00:00,2025-10-24 00:00:00,122.0,,,VACANT,2025-10-17 00:00:00,Done,2025-10-20 00:00:00,Done,2025-10-21 00:00:00,Done,2025-10-24 00:00:00,Done,2025-10-27 00:00:00,Done,Total,yes,No,5,18,0222,,,False,,False,False,True,True,False,False,True,False,87.0,120+,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-09-0107,Vacant ready,2025-10-31 00:00:00,2025-11-16 00:00:00,107.0,,,VACANT,2025-11-03 00:00:00,Done,2025-11-04 00:00:00,Done,2025-11-05 00:00:00,Done,2025-11-10 00:00:00,Done,2025-11-11 00:00:00,Done,Brad,yes,No,7,09,0107,,,False,,True,False,True,True,False,False,True,False,76.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-02-0202,Vacant ready,2025-11-10 00:00:00,2025-12-10 00:00:00,97.0,2026-02-24 00:00:00,-9.0,SMI,2025-11-11 00:00:00,Done,2025-11-12 00:00:00,Done,2025-11-13 00:00:00,Done,2025-11-18 00:00:00,Done,2025-11-19 00:00:00,Done,Brad,yes,No,7,02,0202,,,False,,True,True,True,False,True,False,True,False,70.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,9.0,False,False,False,False,2026-02-15
Unit 5-18-0202,Vacant ready,2025-11-10 00:00:00,2025-12-12 00:00:00,97.0,,,VACANT,2025-11-11 00:00:00,Done,2025-11-12 00:00:00,Done,2025-11-13 00:00:00,Done,2025-11-18 00:00:00,Done,2025-11-19 00:00:00,Done,Total,yes,No,5,18,0202,,,False,,False,False,True,True,False,False,True,False,70.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-10-0303,Vacant ready,2025-11-11 00:00:00,2025-12-26 00:00:00,96.0,,,VACANT,2025-11-12 00:00:00,Done,2025-11-13 00:00:00,Done,2025-11-14 00:00:00,Done,2025-11-19 00:00:00,Done,2025-11-20 00:00:00,Done,Brad,yes,No,7,10,0303,,,False,,True,False,True,True,False,False,True,False,69.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-3013,Vacant ready,2025-11-12 00:00:00,2025-12-10 00:00:00,95.0,,,VACANT,2025-11-13 00:00:00,Done,2025-11-14 00:00:00,Done,2025-11-17 00:00:00,Done,2025-11-20 00:00:00,Done,2025-11-21 00:00:00,Done,Michael ,yes,No,8,01,3013,,,False,,True,False,True,True,False,False,True,False,68.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0117,Vacant not ready,2025-11-24 00:00:00,2026-02-28 00:00:00,83.0,,,VACANT,2025-11-25 00:00:00,Done,2025-11-26 00:00:00,Done,2025-11-27 00:00:00,Done,2025-12-02 00:00:00,Done,2025-12-03 00:00:00,Done,Total,yes,No,5,18,0117,[ISSUE:Wether | weather storm  freezes],[ISSUE:Wether | weather storm  freezes],True,ISSUE,False,False,True,True,False,False,True,False,60.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant not ready,False,False,True,False,Pending Start,True,🟡 Needs Attention,,False,True,False,False,2026-02-15
Unit 5-11-0106,Vacant ready,2025-12-04 00:00:00,2026-01-12 00:00:00,73.0,,,VACANT,2025-12-05 00:00:00,Done,2025-12-08 00:00:00,Done,2025-12-09 00:00:00,Done,2025-12-12 00:00:00,Done,2025-12-15 00:00:00,Done,Total,Yes stack ,No,5,11,0106,,,False,,False,False,True,True,False,False,True,False,52.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-17-0119,Vacant ready,2025-12-05 00:00:00,2025-12-26 00:00:00,72.0,,,VACANT,2025-12-08 00:00:00,Done,2025-12-09 00:00:00,Done,2025-12-10 00:00:00,Done,2025-12-15 00:00:00,Done,2025-12-16 00:00:00,Done,Total,yes,No,5,17,0119,,,False,,False,False,True,True,False,False,True,False,51.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-1109,Vacant ready,2025-12-05 00:00:00,2025-12-22 00:00:00,72.0,,,VACANT,2025-12-08 00:00:00,Done,2025-12-09 00:00:00,Done,2025-12-10 00:00:00,Done,2025-12-15 00:00:00,Done,2025-12-16 00:00:00,Done,Michael ,yes,No,8,01,1109,,,False,,True,False,True,True,False,False,True,False,51.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-11-0315,Vacant ready,2025-12-11 00:00:00,2026-01-07 00:00:00,66.0,,,VACANT,2025-12-12 00:00:00,Done,2025-12-15 00:00:00,Done,2025-12-16 00:00:00,Done,2025-12-19 00:00:00,Done,2025-12-22 00:00:00,Done,Brad,yes,No,7,11,0315,,,False,,True,False,True,True,False,False,True,False,47.0,61–120,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-2012,Vacant ready,2025-12-24 00:00:00,2026-01-13 00:00:00,53.0,,,VACANT,2025-12-25 00:00:00,Done,2025-12-26 00:00:00,Done,2025-12-29 00:00:00,Done,2026-01-01 00:00:00,Done,2026-01-02 00:00:00,Done,Michael ,Yes stack ,No,8,01,2012,,,False,,True,False,True,True,False,False,True,False,38.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-02-0109,Vacant ready,2025-12-25 00:00:00,2026-01-16 00:00:00,52.0,,,VACANT,2025-12-26 00:00:00,Done,2025-12-29 00:00:00,Done,2025-12-30 00:00:00,Done,2026-01-02 00:00:00,Done,2026-01-05 00:00:00,Done,Total,yes,No,5,02,0109,,,False,,False,False,True,True,False,False,True,False,37.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-02-0303,Vacant ready,2025-12-27 00:00:00,2026-01-16 00:00:00,50.0,,,VACANT,2025-12-29 00:00:00,Done,2025-12-30 00:00:00,Done,2025-12-31 00:00:00,Done,2026-01-05 00:00:00,Done,2026-01-06 00:00:00,Done,Brad,yes,No,7,02,0303,,,False,,True,False,True,True,False,False,True,False,35.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-04-0303,Vacant ready,2025-12-30 00:00:00,2026-01-16 00:00:00,47.0,,,VACANT,2025-12-31 00:00:00,Done,2026-01-01 00:00:00,Done,2026-01-02 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-08 00:00:00,Done,Brad,yes,No,7,04,0303,,,False,,True,False,True,True,False,False,True,False,34.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-01-0221,Vacant ready,2025-12-30 00:00:00,2026-01-16 00:00:00,47.0,,,VACANT,2025-12-31 00:00:00,Done,2026-01-01 00:00:00,Done,2026-01-02 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-08 00:00:00,Done,Total,yes,No,5,01,0221,,,False,,False,False,True,True,False,False,True,False,34.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0342,Vacant ready,2025-12-31 00:00:00,2026-01-14 00:00:00,46.0,,,VACANT,2026-01-01 00:00:00,Done,2026-01-02 00:00:00,Done,2026-01-05 00:00:00,Done,2026-01-08 00:00:00,Done,2026-01-09 00:00:00,Done,Total,yes,No,5,18,0342,,,False,,False,False,True,True,False,False,True,False,33.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-02-0301,Vacant ready,2026-01-01 00:00:00,2026-01-10 00:00:00,45.0,2026-02-17 00:00:00,-2.0,SMI,2026-01-02 00:00:00,Done,2026-01-05 00:00:00,Done,2026-01-06 00:00:00,Done,2026-01-09 00:00:00,Done,2026-01-12 00:00:00,Done,Total,Yes,No,5,02,0301,,,False,,False,True,True,False,True,False,True,False,32.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,2.0,False,False,True,False,2026-02-15
Unit 7-02-0302,Vacant ready,2026-01-02 00:00:00,2026-01-16 00:00:00,44.0,,,VACANT,2026-01-05 00:00:00,Done,2026-01-06 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-13 00:00:00,Done,Miguel G,yes,No,7,02,0302,,,False,,True,False,True,True,False,False,True,False,31.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-09-0111,Vacant ready,2026-01-04 00:00:00,2026-01-17 00:00:00,42.0,,,VACANT,2026-01-05 00:00:00,Done,2026-01-06 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-13 00:00:00,Done,Brad,yes,No,7,09,0111,,,False,,True,False,True,True,False,False,True,False,30.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-07-0104,Vacant ready,2026-01-05 00:00:00,2026-01-23 00:00:00,41.0,,,VACANT,2026-01-06 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-08 00:00:00,Done,2026-01-13 00:00:00,Done,2026-01-14 00:00:00,Done,Brad,yes,No,7,07,0104,,,False,,True,False,True,True,False,False,True,False,30.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-06-0106,Vacant ready,2026-01-05 00:00:00,2026-01-19 00:00:00,41.0,,,VACANT,2026-01-06 00:00:00,Done,2026-01-07 00:00:00,Done,2026-01-08 00:00:00,Done,2026-01-13 00:00:00,Done,2026-01-14 00:00:00,Done,Brad,Yes,No,7,06,0106,,,False,,True,False,True,True,False,False,True,False,30.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-11-0318,Vacant ready,2026-01-07 00:00:00,2026-01-26 00:00:00,39.0,,,VACANT,2026-01-08 00:00:00,Done,2026-01-09 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-15 00:00:00,Done,2026-01-16 00:00:00,Done,Brad,Yes stack ,No,7,11,0318,,,False,,True,False,True,True,False,False,True,False,28.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-3096,Vacant ready,2026-01-08 00:00:00,2026-01-22 00:00:00,38.0,,,VACANT,2026-01-09 00:00:00,Done,2026-01-12 00:00:00,Done,2026-01-13 00:00:00,Done,2026-01-16 00:00:00,Done,2026-01-19 00:00:00,Done,Michael ,Yes stack ,No,8,01,3096,,,False,,True,False,True,True,False,False,True,False,27.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-18-0218,Vacant ready,2026-01-15 00:00:00,2026-02-06 00:00:00,31.0,,,VACANT,2026-01-16 00:00:00,Done,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-23 00:00:00,Done,2026-01-26 00:00:00,Done,Total,Yes stack ,No,5,18,0218,,,False,,False,False,True,True,False,False,True,False,22.0,31–60,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-17-0215,Vacant not ready,2026-01-16 00:00:00,2026-02-13 00:00:00,30.0,,,VACANT,2026-01-19 00:00:00,Done,,Blocked,,Blocked,,Blocked,,Blocked,Total,Yes,No,5,17,0215,[HOLD:Bad Turn| apartmet dmage ],[HOLD:Bad Turn| apartmet dmage ],True,HOLD,False,False,True,True,False,False,True,False,21.0,21–30,In Progress,20.0,Paint,MR,True,vacant not ready,False,False,True,False,Work Stalled,True,⏸️ Work Stalled,,False,True,False,True,2026-02-15
Unit 7-10-0302,Vacant ready,2026-01-16 00:00:00,2026-02-06 00:00:00,30.0,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Miguel G,Yes,No,7,10,0302,,,False,,True,False,True,True,False,False,True,False,21.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-3086,Vacant ready,2026-01-18 00:00:00,2026-01-31 00:00:00,28.0,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Michael ,yes,No,8,01,3086,,,False,,True,False,True,True,False,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-4058,Vacant ready,2026-01-18 00:00:00,2026-01-31 00:00:00,28.0,2026-02-18 00:00:00,-3.0,SMI,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Miguel G,Yes,No,8,01,4058,,,False,,True,True,True,False,True,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,3.0,False,False,False,False,2026-02-15
Unit 5-18-0146,Vacant ready,2026-01-19 00:00:00,2026-01-29 00:00:00,27.0,,,VACANT,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-22 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,Total,Yes,No,5,18,0146,,,False,,False,False,True,True,False,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-17-0311,Vacant ready,2026-01-17 00:00:00,2026-02-06 00:00:00,29.0,,,VACANT,2026-01-19 00:00:00,Done,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,Total,Yes,No,5,17,0311,,,False,,False,False,True,True,False,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-04-5760,Vacant ready,2026-01-19 00:00:00,2026-01-29 00:00:00,27.0,2026-03-07 00:00:00,-20.0,SMI,2026-01-20 00:00:00,Done,2026-01-21 00:00:00,Done,2026-01-22 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,Total,Yes,No,5,04,5760,,,False,,False,True,True,False,True,False,True,False,20.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,QC Hold,False,📅 Scheduled to Move In,20.0,False,False,False,False,2026-02-15
Unit 8-01-2083,Vacant ready,2026-01-21 00:00:00,2026-02-04 00:00:00,25.0,,,VACANT,2026-01-22 00:00:00,Done,2026-01-23 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-29 00:00:00,Done,2026-01-30 00:00:00,Done,Brad,Yes,No,8,01,2083,,,False,,True,False,True,True,False,False,True,False,18.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 5-17-0310,Vacant ready,2026-01-22 00:00:00,2026-02-02 00:00:00,24.0,,,VACANT,2026-01-23 00:00:00,Done,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-30 00:00:00,Done,2026-02-02 00:00:00,Done,Total,Yes,No,5,17,0310,[HOLD:Microwave| dmage ],[HOLD:Microwave| dmage ],True,HOLD,False,False,True,True,False,False,True,False,17.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-02-0116,Vacant ready,2026-01-24 00:00:00,2026-02-04 00:00:00,22.0,,,VACANT,2026-01-26 00:00:00,Done,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,Brad,Yes,No,7,02,0116,,,False,,True,False,True,True,False,False,True,False,15.0,21–30,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-2034,Vacant ready,2026-01-26 00:00:00,2026-02-06 00:00:00,20.0,,,VACANT,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,2026-01-29 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,Michael ,Yes,No,8,01,2034,,,False,,True,False,True,True,False,False,True,False,15.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 7-TH1-0104,Vacant ready,2026-01-26 00:00:00,2026-02-06 00:00:00,20.0,,,VACANT,2026-01-27 00:00:00,Done,2026-01-28 00:00:00,Done,2026-01-29 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,Brad,Yes stack ,No,7,TH1,0104,,,False,,True,False,True,True,False,False,True,False,15.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-1048,Vacant ready,2026-01-29 00:00:00,2026-02-09 00:00:00,17.0,,,VACANT,2026-01-30 00:00:00,Done,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-06 00:00:00,Done,2026-02-09 00:00:00,Done,Michael ,Yes,No,8,01,1048,,,False,,True,False,True,True,False,False,True,False,12.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-4086,Vacant ready,2026-01-31 00:00:00,2026-02-10 00:00:00,15.0,2026-02-14 00:00:00,1.0,MOVE IN,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,Done,Michael ,Yes,No,8,01,4086,,,False,,True,True,True,False,True,False,True,False,10.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,True,QC Hold,False,📦 Apartment Move-In,-1.0,False,False,False,False,2026-02-15
Unit 5-18-0206,Vacant not ready,2026-01-31 00:00:00,2026-02-11 00:00:00,15.0,2026-02-27 00:00:00,-12.0,SMI,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,2026-02-09 00:00:00,In Progress,2026-02-10 00:00:00,In Progress,Total,Yes,No,5,18,0206,,,False,,False,True,True,False,True,False,True,False,10.0,11–20,In Progress,60.0,HK,CC,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,12.0,False,False,False,True,2026-02-15
Unit 8-01-4093,Vacant ready,2026-01-31 00:00:00,2026-02-11 00:00:00,15.0,2026-02-14 00:00:00,1.0,MOVE IN,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,Done,Michael ,Yes,No,8,01,4093,,,False,,True,True,True,False,True,False,True,False,10.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,True,QC Hold,False,📦 Apartment Move-In,-1.0,False,False,False,False,2026-02-15
Unit 5-07-0119,Vacant ready,2026-01-31 00:00:00,2026-02-11 00:00:00,15.0,2026-02-14 00:00:00,1.0,MOVE IN,2026-02-02 00:00:00,Done,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,Done,Total,Yes,No,5,07,0119,,,False,,False,True,True,False,True,False,True,False,10.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,True,QC Hold,False,📦 Apartment Move-In,-1.0,False,False,False,False,2026-02-15
Unit 5-18-0346,Vacant ready,2026-02-02 00:00:00,2026-02-12 00:00:00,13.0,,,VACANT,2026-02-03 00:00:00,Done,2026-02-04 00:00:00,Done,2026-02-05 00:00:00,Done,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,Done,Total,Yes,No,5,18,0346,,,False,,False,False,True,True,False,False,True,False,10.0,11–20,All Tasks Complete,100.0,Inspection,Paint,False,vacant ready,True,False,False,False,Apartment Ready,False,🟢 Apartment Ready,,False,False,False,False,2026-02-15
Unit 8-01-3008,Vacant not ready,2026-02-04 00:00:00,2026-02-14 00:00:00,11.0,2026-02-19 00:00:00,-4.0,SMI,2026-02-05 00:00:00,Scheduled,2026-02-06 00:00:00,Scheduled,2026-02-09 00:00:00,Scheduled,2026-02-12 00:00:00,Scheduled,2026-02-13 00:00:00,Scheduled,Michael ,No,No,8,01,3008,,,False,,True,True,True,False,True,False,True,False,8.0,11–20,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,4.0,False,False,False,True,2026-02-15
